total_protein,total_keratine,hair_texture,vitamin,manganese,iron,calcium,body_water_content,stress_level,liver_data,hair_fall
91,377,28,266,466,373,120,97,13,264,0
150,439,91,81,14,294,259,84,40,74,4
257,468,69,124,351,353,222,3,6,128,4
16,276,31,151,368,201,133,80,58,201,4
33,361,30,456,469,469,275,6,27,162,3
369,330,58,448,176,319,141,4,25,316,4
58,462,86,337,471,121,118,67,55,263,3
49,194,11,389,497,310,62,43,22,246,0
331,300,53,78,495,5,212,45,70,162,2
354,145,53,439,468,306,209,60,47,201,5
353,359,51,184,263,398,66,61,37,303,4
56,441,41,499,30,216,171,54,9,260,2
82,343,57,299,155,33,385,58,57,70,0
340,147,25,252,453,266,493,57,62,7,3
66,6,81,293,146,97,21,88,82,305,3
494,226,24,357,298,307,385,6,8,113,5
71,486,51,84,330,484,170,1,91,6,2
293,463,89,217,345,305,95,50,80,418,4
340,358,26,94,320,261,255,54,64,394,5
351,452,35,267,38,270,498,83,38,472,3
445,85,70,49,262,159,463,70,67,168,4
455,64,17,84,466,398,292,42,2,178,0
348,324,74,241,126,97,468,85,13,63,1
29,372,16,422,88,183,486,42,32,164,2
456,177,10,312,278,471,379,34,56,226,4
90,67,43,468,49,31,96,95,83,3,2
124,218,10,437,34,390,75,44,3,142,2
191,4,11,22,442,133,373,53,90,215,2
474,129,35,360,405,237,372,31,55,337,3
204,380,99,379,266,242,301,76,41,214,1
313,317,66,282,65,40,26,57,22,222,1
465,21,91,230,225,401,269,95,93,266,0
214,210,2,369,491,208,424,24,92,37,2
468,267,78,198,381,52,416,18,5,334,3
209,122,96,473,256,334,72,6,31,216,0
475,84,50,137,23,1,16,99,89,172,1
474,52,1,415,44,273,434,8,42,443,1
277,185,65,353,157,110,426,46,69,453,5
73,393,8,149,459,446,255,91,65,398,0
394,275,23,381,65,274,88,5,90,64,3
211,380,22,38,253,140,188,37,72,169,4
350,39,18,309,168,485,176,9,72,289,2
281,35,80,413,116,414,231,84,47,340,1
185,123,59,36,62,485,237,72,55,318,2
119,298,98,63,132,312,56,55,6,38,0
218,194,85,81,208,305,154,21,35,182,0
197,138,3,138,372,463,237,40,80,376,4
483,437,17,173,273,365,89,59,13,323,1
301,444,89,336,12,99,177,46,54,409,5
491,182,63,330,432,298,232,85,17,132,4
85,279,34,420,28,433,122,38,39,442,2
252,234,6,212,452,277,208,29,76,56,2
477,465,48,233,320,223,196,65,48,163,3
327,41,60,82,303,222,338,2,17,213,5
485,462,42,48,258,301,315,57,23,83,5
224,191,20,157,312,110,18,32,70,124,1
14,105,10,280,370,165,134,50,22,333,4
346,458,64,436,231,347,81,37,48,456,5
127,439,36,462,178,210,14,90,25,170,4
441,494,64,107,358,136,69,9,9,472,3
4,249,15,152,403,350,359,48,40,273,2
408,51,14,443,281,8,130,20,13,473,5
275,446,14,139,160,278,258,62,31,443,2
419,209,65,20,462,15,397,66,82,120,5
216,10,65,393,5,238,256,53,41,52,5
428,145,1,112,438,391,280,29,42,14,4
90,254,68,103,360,482,194,24,13,68,3
487,99,70,175,188,67,269,54,25,409,0
492,469,15,319,1,496,135,34,58,493,1
149,400,41,196,194,255,211,1,18,411,1
499,64,6,427,107,15,124,30,10,109,4
323,405,65,352,12,296,359,85,91,411,4
25,484,5,336,177,130,48,33,73,23,1
179,252,81,450,291,352,471,64,31,287,2
145,477,87,292,408,461,50,73,81,438,3
87,402,69,107,460,407,73,26,47,333,0
253,188,6,260,366,270,272,71,71,338,5
21,391,56,107,62,340,373,26,30,372,5
463,401,6,202,363,255,166,23,41,260,5
17,175,94,1,432,107,459,1,8,111,5
158,185,95,436,136,164,253,26,30,331,5
314,417,53,27,211,479,466,30,43,281,5
480,455,2,41,459,252,15,77,81,231,2
240,90,50,452,435,32,345,63,12,118,4
164,215,78,50,341,483,83,38,8,2,5
467,125,5,313,124,103,183,84,99,196,2
388,214,59,233,288,479,458,56,38,187,4
157,270,9,465,111,126,96,50,67,12,2
203,230,79,231,329,437,13,91,26,180,4
462,172,9,176,208,115,368,22,20,204,1
106,86,73,403,221,483,358,65,87,225,3
124,109,26,462,43,381,134,15,6,267,3
37,382,79,12,305,176,151,87,44,219,5
231,439,13,211,454,267,447,36,41,59,1
272,22,10,333,54,73,476,49,5,367,3
20,14,46,288,289,91,17,67,50,438,1
267,173,92,282,116,130,20,44,64,112,4
93,396,20,25,255,231,489,5,58,58,1
457,204,3,50,207,363,301,31,16,447,0
328,276,54,310,199,131,162,73,8,385,3
171,255,87,407,435,344,175,58,43,257,3
298,103,53,339,146,246,452,75,8,282,3
195,226,30,246,55,140,365,64,3,427,5
34,224,30,401,284,398,371,44,51,224,0
377,249,31,391,419,417,178,50,40,324,4
60,7,96,185,30,303,250,42,26,242,0
458,319,76,327,375,477,114,30,70,132,0
46,400,62,185,177,474,289,95,54,469,2
6,118,17,406,97,346,462,9,17,295,4
70,284,1,71,356,489,290,37,98,448,5
188,14,93,180,463,457,411,23,90,357,0
27,62,79,198,318,427,275,92,57,339,3
319,95,35,194,412,180,92,50,8,374,5
143,378,67,114,262,58,265,83,13,276,1
213,436,15,21,140,284,291,51,85,267,4
190,497,49,159,107,85,15,18,54,414,3
397,229,35,122,392,141,85,49,19,372,4
9,295,60,22,245,280,66,38,71,163,1
312,342,70,475,33,203,474,21,95,78,5
458,499,70,467,120,410,435,74,38,94,0
127,266,35,126,119,253,67,11,99,233,4
194,453,49,414,407,48,420,75,98,497,3
227,451,13,211,156,352,223,62,70,368,5
358,273,40,11,79,396,132,42,90,298,3
144,464,42,337,157,183,296,75,22,284,4
180,249,55,291,200,481,185,54,83,273,4
128,104,81,96,166,426,221,37,42,353,2
203,193,7,82,197,66,321,39,19,429,0
25,261,77,309,338,204,56,44,42,107,1
69,292,37,88,433,366,470,83,44,448,0
362,292,77,144,1,114,466,55,51,180,4
350,416,33,496,238,74,300,77,53,57,1
156,189,82,233,65,195,244,53,10,77,3
395,164,2,426,403,65,199,63,37,175,1
385,326,94,389,488,450,98,61,12,308,1
18,85,79,25,329,436,64,16,14,194,1
273,323,53,256,115,30,393,9,18,349,3
445,133,19,94,341,387,192,36,63,183,3
302,91,60,291,352,89,449,95,76,133,1
362,114,44,387,443,172,488,89,79,327,5
39,299,39,113,127,412,40,73,49,220,4
32,169,56,322,492,184,352,56,99,224,0
408,472,24,67,60,301,238,67,17,197,1
460,23,7,82,298,274,160,3,20,88,4
103,299,84,354,136,298,326,66,43,362,1
170,196,55,263,492,411,454,1,78,283,4
193,289,99,330,269,454,360,21,69,321,5
12,451,5,404,163,261,238,37,69,429,0
26,64,87,88,231,243,201,43,96,19,5
284,492,44,376,278,414,456,15,14,482,4
412,336,98,465,21,402,430,92,8,477,0
395,124,34,258,492,234,71,75,14,358,4
306,166,92,162,110,369,446,44,64,99,4
67,348,51,493,45,346,280,88,29,405,1
43,495,21,80,449,343,151,10,85,348,3
206,253,57,199,453,104,456,17,72,410,0
464,223,99,483,76,73,179,66,94,187,0
158,127,79,260,180,91,485,81,91,329,1
201,105,60,288,298,235,492,11,63,285,2
376,92,10,159,274,467,171,99,58,288,0
420,163,29,404,380,429,6,12,33,117,1
299,281,63,262,215,498,49,64,54,386,2
148,155,49,179,438,66,81,51,81,366,4
212,108,4,196,113,379,419,26,79,458,4
155,321,10,304,177,423,223,45,40,11,3
8,207,37,481,238,435,336,82,89,414,5
384,308,77,270,42,454,166,16,9,498,1
193,143,45,202,424,436,283,23,39,293,3
253,445,93,317,279,314,369,39,98,404,3
105,496,34,492,156,54,194,13,93,449,4
145,261,0,244,183,319,477,9,25,462,4
328,63,21,29,147,257,246,91,80,235,3
369,87,15,285,357,126,329,92,75,113,2
34,54,48,479,191,82,29,29,33,489,1
392,12,50,305,330,243,252,12,30,397,2
339,302,98,482,476,460,299,77,2,332,3
135,30,17,498,202,117,385,33,0,32,0
301,32,36,330,397,68,151,56,85,346,4
463,260,26,28,149,488,262,65,13,64,0
370,26,38,413,471,318,50,57,99,290,5
365,118,92,372,368,445,110,72,82,445,1
244,473,74,408,32,117,438,62,73,468,2
228,23,31,259,238,472,150,11,13,386,3
442,68,35,246,269,79,463,24,21,492,2
454,393,63,382,264,77,245,13,64,205,1
168,13,18,272,190,490,470,2,16,220,0
3,329,68,52,453,246,134,96,91,440,1
280,79,54,388,305,424,382,24,99,121,0
175,355,10,476,318,56,495,95,97,167,3
10,205,41,345,283,169,266,38,55,32,3
296,498,86,79,277,211,447,3,77,345,0
391,377,94,304,230,289,62,27,45,297,5
84,485,48,352,354,410,420,38,36,401,2
135,458,46,7,3,486,407,57,91,409,1
43,157,44,300,97,307,144,21,2,378,1
24,160,49,356,241,172,140,54,77,456,5
50,242,94,307,30,15,155,60,73,351,1
358,130,56,250,17,421,304,93,21,184,5
208,317,21,364,332,442,343,15,45,424,3
463,145,34,438,81,432,242,4,38,136,2
241,8,92,271,304,99,250,61,23,485,0
474,104,97,181,269,473,421,58,13,221,1
341,23,22,369,78,113,418,47,83,42,5
15,33,78,418,208,119,368,87,54,298,3
173,446,56,358,215,404,78,99,84,266,3
298,217,59,67,426,248,59,55,53,207,2
195,32,24,269,1,113,116,36,33,244,3
111,474,61,3,251,260,305,16,65,210,3
473,456,13,133,56,453,406,2,41,421,5
340,5,58,310,178,121,316,18,54,97,1
206,291,87,340,444,186,256,40,4,227,4
162,432,39,433,249,104,10,76,15,25,4
240,140,13,476,249,296,212,1,61,450,0
165,175,45,215,490,14,457,25,26,398,5
437,7,26,376,323,124,408,26,49,44,2
273,323,13,103,30,58,293,91,39,51,5
363,124,97,149,274,135,336,59,51,61,0
263,353,96,81,197,212,405,37,15,104,5
15,279,53,458,266,324,51,75,82,368,2
439,56,87,223,121,168,284,50,69,125,4
31,415,9,316,398,70,422,17,48,102,0
37,223,95,113,413,290,133,56,89,385,5
20,115,53,139,270,221,101,9,2,47,4
109,424,3,289,20,0,385,55,42,468,2
137,39,49,230,476,191,491,40,50,466,4
372,151,8,243,173,223,182,13,60,436,0
309,292,17,278,15,321,242,18,42,319,1
298,432,56,51,277,370,58,31,6,218,2
455,411,26,431,124,14,485,45,59,86,1
17,228,80,461,468,461,247,97,72,316,3
82,434,4,330,157,46,191,88,62,89,5
133,166,51,113,67,114,396,1,81,240,2
187,358,5,307,66,459,180,4,54,349,0
347,470,89,334,173,222,355,98,79,94,2
25,391,35,141,393,366,160,46,17,140,3
185,193,90,245,90,221,185,69,80,420,0
110,275,86,287,120,172,321,12,0,343,5
457,379,59,421,469,329,445,9,56,354,0
389,80,35,138,283,260,194,28,40,320,3
382,118,72,17,227,334,227,3,12,459,3
410,227,40,219,44,447,237,81,81,315,0
192,426,87,75,40,277,405,87,90,119,1
387,448,27,131,350,239,118,40,38,78,1
269,24,45,431,464,300,61,19,63,97,0
345,315,20,185,121,295,351,78,2,400,4
62,140,86,303,315,94,269,22,66,44,0
418,114,10,412,263,436,81,30,93,78,1
170,356,53,170,109,87,387,78,41,205,5
161,400,77,99,68,464,131,61,94,290,4
463,290,15,232,243,133,386,59,54,68,0
188,4,30,448,350,466,156,80,94,279,5
65,142,82,80,158,320,118,43,34,197,2
51,203,32,104,316,488,232,94,31,176,3
203,46,52,88,85,110,471,96,2,475,5
444,407,43,120,497,490,245,87,81,157,3
394,411,29,497,111,216,12,67,34,293,5
61,177,18,96,282,132,164,73,65,103,1
314,229,43,216,192,330,265,37,50,338,3
57,78,52,191,303,13,154,8,6,132,0
429,458,80,130,419,401,163,20,81,249,5
270,244,88,171,483,33,416,5,71,412,5
17,187,46,284,17,6,476,57,5,167,3
235,207,45,296,203,161,51,94,45,196,3
7,289,17,373,282,384,96,44,56,152,5
429,125,64,310,83,82,35,72,85,63,2
382,219,31,439,386,392,65,87,61,73,0
377,217,14,412,275,205,70,90,36,335,3
73,104,55,192,59,352,295,0,50,345,0
355,133,24,491,398,181,285,85,78,25,4
479,135,49,61,4,263,266,85,50,333,2
51,148,64,239,368,416,208,40,37,496,4
108,63,95,413,495,365,156,72,54,435,3
392,127,24,152,172,168,465,30,23,134,0
385,69,29,349,363,308,457,92,17,248,4
10,24,24,253,496,60,84,11,97,102,4
380,328,41,252,294,280,116,65,84,392,0
414,146,64,162,401,217,240,27,34,355,2
204,80,7,211,228,136,75,16,66,53,5
346,390,94,211,102,348,350,76,13,427,5
491,494,17,431,158,33,289,99,53,410,4
47,469,39,72,385,150,200,58,5,317,0
79,164,89,97,239,264,178,49,96,490,3
373,104,13,458,288,228,43,77,82,44,4
60,481,67,487,137,145,328,93,32,369,1
339,36,10,33,410,329,147,11,61,205,4
288,426,34,161,231,339,179,28,98,245,5
136,141,20,116,187,417,249,63,38,303,3
252,311,2,438,37,445,228,8,44,203,3
416,384,35,262,441,149,351,21,50,94,2
19,296,4,162,337,386,100,53,20,166,5
284,100,11,449,12,399,1,35,16,26,2
466,402,96,435,445,337,59,95,58,234,3
347,55,13,204,174,231,79,79,85,118,2
263,499,68,358,15,107,302,75,49,207,2
448,443,31,435,269,386,177,11,59,167,4
193,7,99,309,104,360,490,45,66,39,4
174,89,61,51,193,444,41,7,42,495,4
425,383,74,144,212,466,216,21,81,84,0
420,151,95,243,362,104,407,57,97,59,5
106,303,17,346,481,32,321,69,27,309,4
236,202,85,385,34,281,119,48,96,69,0
225,369,96,173,70,276,295,63,19,488,0
122,408,69,185,101,19,78,31,4,414,4
387,498,51,346,394,422,433,91,19,156,3
161,180,66,483,387,205,126,26,25,231,1
363,244,79,159,87,48,104,64,81,360,1
333,56,22,466,232,374,445,24,60,59,2
425,123,60,235,304,280,76,75,17,282,5
78,211,74,200,196,458,452,20,22,129,0
78,85,79,297,244,483,4,90,48,440,1
310,413,84,241,54,320,235,36,74,164,0
138,272,71,393,192,298,275,83,47,421,3
313,268,1,466,335,114,462,11,39,200,3
175,487,87,67,128,93,397,83,43,79,3
204,460,95,340,264,15,375,11,82,327,3
151,222,28,191,180,430,159,64,95,77,5
498,262,0,116,40,348,199,18,49,184,1
303,430,82,337,433,328,10,74,86,486,1
181,109,62,101,398,472,233,46,92,21,2
219,20,65,229,76,404,450,27,31,221,4
86,491,7,256,76,217,0,22,25,454,4
104,210,15,68,496,42,461,99,96,404,5
340,116,36,13,420,17,131,32,86,146,5
253,143,22,100,88,84,74,60,72,78,4
489,213,67,407,220,390,47,76,69,347,4
301,362,54,455,164,341,190,58,39,116,3
23,175,31,9,445,8,134,97,65,48,4
439,486,54,497,392,307,377,17,77,89,0
318,461,32,356,377,146,415,17,86,133,0
309,383,38,58,265,321,194,41,32,475,3
152,61,58,258,193,403,57,35,77,251,0
320,340,22,393,53,267,201,36,73,135,0
73,119,8,355,1,197,44,77,11,231,4
41,120,7,416,441,296,289,54,29,112,0
358,322,96,364,70,484,218,66,22,48,2
422,11,76,117,222,54,183,76,58,231,2
12,239,12,311,433,157,145,95,68,72,5
147,216,41,448,10,237,166,64,66,139,3
176,63,51,466,14,481,386,1,66,93,2
328,248,89,289,137,441,262,98,90,196,0
338,348,5,7,377,128,302,25,89,380,0
484,7,54,439,153,478,201,52,98,100,1
434,373,10,175,112,498,434,17,79,273,3
267,370,27,260,477,402,393,93,12,183,5
217,252,37,353,377,103,467,29,49,334,3
392,255,0,480,194,336,407,79,48,60,0
304,462,76,84,342,392,3,10,64,425,3
376,327,16,272,458,169,0,12,71,222,3
42,142,5,107,436,73,97,93,48,424,2
331,4,99,338,63,27,419,10,91,92,0
390,362,79,482,307,149,130,29,4,163,3
225,255,81,111,164,215,43,9,63,24,3
396,101,44,92,222,316,265,73,52,284,0
269,216,69,459,314,359,452,68,25,237,1
48,217,90,482,395,277,433,87,50,27,1
485,352,55,334,300,451,373,42,12,190,3
259,179,66,89,499,382,16,97,66,402,1
66,308,63,156,136,341,176,46,48,385,5
39,351,14,258,276,100,26,0,94,461,0
255,75,23,326,132,494,232,92,31,330,5
200,282,44,159,469,464,77,98,7,282,3
72,251,51,319,69,460,5,19,54,437,4
442,459,4,484,160,399,165,51,53,18,2
192,431,76,99,464,216,129,8,52,423,2
74,363,51,90,120,250,130,86,38,338,2
194,403,98,470,485,467,150,63,99,308,5
268,432,40,22,333,23,46,98,9,63,5
208,175,60,226,59,118,156,8,49,199,4
3,211,66,244,404,133,18,62,50,431,1
48,177,9,42,489,66,499,95,87,485,1
190,76,88,196,486,85,152,8,89,274,5
491,42,97,320,44,144,257,81,86,12,4
275,62,13,64,52,64,280,2,12,87,5
170,59,21,120,303,484,334,23,63,231,2
489,391,12,266,209,165,35,72,17,170,1
61,482,73,72,457,55,110,62,7,17,2
359,52,86,377,271,213,486,42,18,274,2
427,174,34,442,188,360,110,18,9,104,0
176,448,36,155,171,156,22,32,21,316,1
106,12,0,281,48,90,83,45,86,136,3
25,444,63,474,203,155,391,26,75,497,5
383,223,49,270,474,412,147,43,50,151,1
440,345,85,25,17,377,179,93,58,452,5
315,424,95,487,434,228,61,8,87,372,0
271,186,56,498,293,246,186,60,18,355,2
169,391,47,287,9,202,170,94,4,348,5
176,420,96,399,216,466,419,93,73,280,3
228,87,79,296,365,166,114,54,20,238,1
34,150,45,429,138,399,130,9,78,140,3
238,418,25,144,441,173,311,70,70,496,4
84,56,56,125,393,359,335,90,96,282,2
282,227,11,184,401,199,23,67,38,308,4
15,434,2,306,182,456,214,19,73,319,3
296,297,91,446,316,172,442,64,47,225,1
359,21,88,37,488,461,373,38,30,62,1
432,84,88,200,402,302,253,93,84,120,1
197,126,22,251,473,282,31,32,46,239,0
271,278,19,436,426,196,154,30,84,37,0
414,275,83,392,62,354,269,80,51,300,1
26,309,8,17,126,413,448,59,82,154,5
319,359,23,284,36,437,467,70,66,310,0
36,250,54,281,15,104,165,25,23,493,0
86,92,10,146,99,75,404,11,81,111,3
86,198,71,239,363,182,347,34,28,382,5
289,319,80,171,405,366,264,82,69,472,3
11,220,54,362,491,495,408,73,29,294,2
227,493,13,123,244,425,260,82,99,292,1
361,6,33,71,2,398,240,41,52,497,4
464,117,5,456,317,284,417,46,54,184,1
285,445,18,294,390,27,430,94,2,83,3
345,38,64,213,493,316,462,0,90,334,0
233,111,34,101,203,479,73,76,96,353,5
453,285,3,374,87,264,119,26,49,446,2
3,0,95,428,256,410,314,91,88,212,5
264,430,62,250,110,490,173,63,73,292,0
382,34,6,391,367,496,56,56,91,68,4
121,112,29,365,178,300,91,23,25,162,3
233,294,18,287,475,44,320,32,27,432,2
278,234,16,348,477,468,354,68,96,177,4
276,89,50,61,218,469,437,86,58,52,3
341,85,47,355,21,268,461,51,47,150,4
314,60,89,488,112,496,427,54,56,173,5
378,369,99,52,370,437,97,27,68,145,4
143,269,76,96,43,204,223,85,36,460,2
86,471,62,428,148,367,472,5,25,317,4
279,100,89,255,139,469,228,87,20,437,0
204,153,64,389,219,459,471,95,95,183,3
494,438,69,154,189,367,325,64,17,252,3
219,148,87,415,23,290,126,89,8,76,1
311,100,92,247,127,461,478,95,3,89,0
17,41,49,312,410,159,376,26,66,63,4
187,382,82,58,217,131,196,8,1,487,1
74,184,10,208,144,330,49,62,0,305,3
298,275,2,32,44,205,465,4,29,302,2
382,347,26,70,368,476,264,58,50,261,2
138,77,92,205,432,220,308,47,59,480,0
125,191,4,146,420,35,50,59,57,433,4
297,155,84,339,202,447,402,82,19,136,0
201,221,50,477,325,206,149,80,42,320,2
289,148,49,75,199,309,191,96,33,226,1
294,125,51,341,370,401,297,19,96,83,5
481,67,9,380,147,454,164,16,29,191,5
215,27,9,305,477,341,146,15,94,287,1
215,124,36,375,439,383,241,0,30,66,4
366,485,46,157,124,351,479,85,41,441,0
147,422,80,76,211,294,474,97,65,386,5
294,293,86,217,302,98,43,81,95,36,4
186,76,26,441,32,430,163,62,94,220,0
390,21,25,100,205,468,289,86,96,246,5
418,496,20,70,344,287,404,31,65,171,2
384,313,24,151,193,60,194,90,61,177,3
87,63,61,3,161,474,214,34,99,82,4
362,438,26,165,428,231,465,14,22,405,0
280,477,6,446,208,240,356,34,41,335,2
140,327,80,302,95,182,149,25,2,375,5
155,20,36,326,369,226,412,50,59,174,0
19,34,48,85,356,127,322,40,90,253,2
252,458,77,461,30,257,39,63,34,325,1
379,466,59,91,414,343,105,18,78,77,4
363,262,21,181,222,458,218,36,31,254,0
312,449,22,441,486,102,376,7,11,20,3
39,205,92,358,313,180,244,66,4,439,2
81,394,2,185,414,411,73,20,37,157,3
286,277,34,341,76,154,255,21,38,322,5
57,275,98,357,207,212,481,16,5,343,0
271,152,32,0,71,480,141,94,90,67,5
72,439,43,442,370,345,12,52,72,390,3
304,378,24,356,201,161,320,0,36,1,3
335,103,63,121,384,364,28,82,3,308,5
318,66,14,472,154,207,203,45,22,433,3
77,82,10,132,495,116,43,51,0,67,2
220,281,51,126,148,461,479,21,93,42,5
113,28,95,166,157,83,145,88,37,465,5
265,172,19,79,357,165,365,55,72,268,0
400,348,85,109,441,4,331,79,79,417,5
118,89,33,213,104,263,424,83,65,320,2
87,199,62,286,174,211,492,48,7,477,4
135,402,92,2,78,136,1,33,80,62,2
228,387,33,488,4,84,84,83,1,417,1
194,63,4,382,102,53,285,69,94,448,0
169,367,71,400,281,94,146,40,21,463,1
134,329,16,317,177,67,411,27,66,465,1
302,365,7,486,465,144,466,75,64,133,4
270,106,62,10,5,85,42,33,35,337,5
458,78,41,149,99,495,427,23,26,467,4
429,189,49,439,351,61,138,98,82,254,1
385,467,13,452,107,309,433,1,49,264,2
191,9,63,295,268,163,79,20,30,39,0
19,453,11,92,473,59,391,34,1,320,0
389,430,99,254,323,231,122,7,13,272,4
128,373,56,141,187,190,214,45,74,122,4
420,318,35,49,387,110,428,4,9,23,2
253,165,75,499,125,246,327,68,44,172,3
328,147,69,440,317,115,196,63,34,193,1
367,143,55,493,387,401,318,9,76,160,2
339,420,45,22,86,448,228,85,68,373,5
234,285,67,34,283,37,411,8,49,301,1
357,415,87,22,372,133,445,72,86,84,4
266,209,34,215,165,158,40,74,16,353,0
434,355,66,239,495,299,297,81,43,293,2
206,201,38,148,32,58,183,55,9,84,5
54,493,94,271,364,422,221,2,77,424,4
112,479,5,75,360,188,172,22,8,109,2
462,106,95,466,373,23,81,33,79,43,1
429,49,91,249,244,271,322,69,89,13,3
300,446,59,90,407,228,133,33,11,480,1
142,463,82,1,490,10,326,1,55,435,3
177,319,17,157,234,103,352,0,91,206,5
272,351,35,383,307,233,14,88,79,428,1
36,490,70,252,169,377,65,10,81,287,5
411,105,37,330,95,46,421,15,56,212,0
325,321,21,346,438,388,494,34,33,24,0
82,418,26,15,289,97,336,28,41,278,0
180,441,63,228,124,393,158,74,34,345,4
327,74,53,243,61,241,404,17,94,420,1
388,311,17,286,374,226,214,92,65,52,0
216,5,2,261,265,478,347,6,43,408,2
304,276,66,492,104,8,305,7,60,267,0
486,287,67,411,2,174,477,8,13,384,3
336,476,51,155,428,475,26,78,99,354,0
216,207,27,36,54,328,62,76,45,298,4
364,58,60,445,328,77,276,63,7,244,2
265,146,3,11,285,118,22,97,92,451,5
209,59,83,200,121,258,409,22,19,99,5
486,115,89,56,20,187,409,66,25,484,3
161,368,64,327,409,97,497,37,67,309,2
21,439,39,137,162,133,142,60,80,349,1
426,15,67,42,406,362,358,19,32,107,0
3,410,31,474,184,243,251,21,46,109,3
57,128,57,347,478,157,370,51,70,11,5
489,105,25,241,161,227,332,78,68,404,4
217,357,12,227,191,350,35,68,67,116,1
358,436,91,288,131,252,177,57,61,448,5
326,159,67,103,116,357,151,85,10,84,0
237,239,18,199,393,308,307,40,75,318,5
475,401,82,47,415,440,122,85,78,340,1
23,306,70,63,108,444,360,65,47,31,1
453,269,54,284,295,5,133,43,58,123,5
13,69,96,82,439,193,382,45,6,480,1
64,186,1,105,146,171,184,66,8,211,1
373,233,96,374,38,424,17,18,79,22,2
15,46,96,120,94,339,437,89,99,103,4
89,142,93,35,351,333,464,63,93,373,1
113,36,79,397,457,247,394,74,77,452,1
73,479,70,383,464,435,477,13,10,116,1
98,329,9,465,335,22,429,1,20,156,0
457,50,35,249,482,435,193,79,5,307,1
73,190,96,431,230,186,479,21,4,265,0
45,192,73,300,324,38,454,67,43,313,2
435,381,25,406,305,420,185,47,42,284,5
353,378,69,126,237,289,264,21,66,29,3
85,20,35,115,271,365,94,4,14,361,3
495,256,74,424,142,367,145,97,32,442,0
86,49,94,371,314,386,164,84,75,172,1
380,481,44,240,130,37,87,30,0,384,5
472,8,68,435,488,306,149,49,89,107,5
184,427,68,417,222,229,174,70,17,167,1
165,210,85,9,195,15,291,84,84,337,3
366,163,21,178,213,73,185,26,78,84,1
120,383,69,485,98,493,120,22,94,347,0
148,117,97,287,128,113,410,79,87,41,4
444,435,18,19,218,418,448,4,28,396,0
382,302,13,192,127,240,384,92,78,59,3
338,127,35,440,418,116,165,6,38,381,4
155,189,96,205,401,144,495,86,86,320,3
263,316,1,120,137,152,40,2,74,207,1
30,426,65,64,333,252,441,75,70,125,2
83,499,79,53,335,425,469,85,56,73,3
494,190,26,21,428,456,80,18,52,68,5
382,283,97,470,168,4,309,73,30,319,3
194,45,92,376,473,331,364,75,10,399,3
226,7,59,203,273,313,115,98,4,402,0
454,475,91,312,296,115,215,56,65,372,2
86,438,79,176,310,342,433,76,85,23,0
448,359,49,285,6,78,5,72,86,402,3
480,201,91,382,444,179,480,37,15,251,5
349,496,28,95,105,119,371,69,24,198,4
312,317,47,447,270,146,298,55,90,275,2
